date_time_execution,cod_metric,cod_original_query,cod_noise_kind,cod_search_context,value,qtd_judment_assumed_zero_relevance
2021-11-22 10:40:57,DCG@10,23849,0,4,1.7461414348591218,0
2021-11-22 10:40:57,DCG@10,42255,0,4,7.0,0
2021-11-22 10:40:57,DCG@10,47210,0,4,24.41239210560242,0
2021-11-22 10:40:57,DCG@10,67316,0,4,7.315464876785729,0
2021-11-22 10:40:57,DCG@10,118440,0,4,3.0147359065137516,2
2021-11-22 10:40:57,DCG@10,121171,0,4,1.0,9
2021-11-22 10:40:57,DCG@10,135802,0,4,11.264460032702848,0
2021-11-22 10:40:57,DCG@10,141630,0,4,6.671992939131519,0
2021-11-22 10:40:57,DCG@10,156498,0,4,5.392789260714372,0
2021-11-22 10:40:57,DCG@10,169208,0,4,7.042682917905673,0
2021-11-22 10:40:57,DCG@10,174463,0,4,2.3333333333333335,0
2021-11-22 10:40:57,DCG@10,258062,0,4,7.0,0
2021-11-22 10:40:57,DCG@10,324585,0,4,4.4165082750002025,1
2021-11-22 10:40:57,DCG@10,330975,0,4,5.868423001896077,0
2021-11-22 10:40:57,DCG@10,332593,0,4,12.381404632290026,0
2021-11-22 10:40:57,DCG@10,336901,0,4,5.607209969647869,0
2021-11-22 10:40:57,DCG@10,390360,0,4,12.513006339229124,0
2021-11-22 10:40:57,DCG@10,405163,0,4,23.974999839815005,0
2021-11-22 10:40:57,DCG@10,555530,0,4,0.0,0
2021-11-22 10:40:57,DCG@10,583468,0,4,28.842476087362982,0
2021-11-22 10:40:57,DCG@10,640502,0,4,6.909958584756358,0
2021-11-22 10:40:57,DCG@10,673670,0,4,0.0,0
2021-11-22 10:40:57,DCG@10,701453,0,4,20.571811044648925,0
2021-11-22 10:40:57,DCG@10,730539,0,4,7.130406836286026,0
2021-11-22 10:40:57,DCG@10,768208,0,4,13.756541335744952,0
2021-11-22 10:40:57,DCG@10,877809,0,4,9.749502597328034,0
2021-11-22 10:40:57,DCG@10,911232,0,4,3.3606447887098185,0
2021-11-22 10:40:57,DCG@10,914916,0,4,22.082492347694945,0
2021-11-22 10:40:57,DCG@10,938400,0,4,1.0,0
2021-11-22 10:40:57,DCG@10,940547,0,4,4.404824089087867,0
2021-11-22 10:40:57,DCG@10,997622,0,4,24.781481608828656,0
